InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDay,InvoiceMonth,InvoiceYear,InvoiceHour,DayOfWeek,IsUk,TotalPrice,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Mean_7,Sales_Mean_30,Trend_Lag1_vs_Lag7,DailyTotal
C537383,22197,SMALL POPCORN HOLDER,-1,2010-12-06,0.85,16550.0,United Kingdom,6,12,2010,13,0,1,-0.85,0,-3.95,-4.62,-10.192857142857141,-12.912333333333335,0.6699999999999999,-766.67
C537383,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,2010-12-06,4.25,16550.0,United Kingdom,6,12,2010,13,0,1,-4.25,0,-0.85,-5.0,-10.085714285714285,-11.779,4.15,-766.67
C537398,22430,ENAMEL WATERING CAN CREAM,-1,2010-12-06,4.95,15426.0,United Kingdom,6,12,2010,14,0,1,-4.95,0,-4.25,-5.85,-9.957142857142857,-11.612333333333334,1.5999999999999996,-766.67
C537402,22926,IVORY GIANT GARDEN THERMOMETER,-4,2010-12-06,5.95,15502.0,United Kingdom,6,12,2010,14,0,1,-23.8,0,-4.95,-8.95,-12.078571428571427,-12.307333333333334,3.999999999999999,-766.67
C537402,22927,GREEN GIANT GARDEN THERMOMETER,-4,2010-12-06,5.95,15502.0,United Kingdom,6,12,2010,14,0,1,-23.8,0,-23.8,-34.0,-10.62142857142857,-12.533999999999999,10.2,-766.67
C537402,22849,BREAD BIN DINER STYLE MINT,-4,2010-12-06,14.95,15502.0,United Kingdom,6,12,2010,14,0,1,-59.8,0,-23.8,-12.75,-17.342857142857145,-13.227333333333332,-11.05,-766.67
C537402,22847,BREAD BIN DINER STYLE IVORY,-4,2010-12-06,14.95,15502.0,United Kingdom,6,12,2010,14,0,1,-59.8,0,-59.8,-3.95,-25.321428571428573,-14.937333333333333,-55.849999999999994,-766.67
C537402,47580,TEA TIME DES TEA COSY,-6,2010-12-06,2.55,15502.0,United Kingdom,6,12,2010,14,0,1,-15.3,0,-59.8,-0.85,-27.385714285714283,-15.114,-58.949999999999996,-766.67
C537402,22196,SMALL HEART MEASURING SPOONS,-12,2010-12-06,0.85,15502.0,United Kingdom,6,12,2010,14,0,1,-10.2,0,-15.3,-4.25,-28.235714285714288,-15.257333333333333,-11.05,-766.67
C537406,22926,IVORY GIANT GARDEN THERMOMETER,-4,2010-12-06,5.95,15502.0,United Kingdom,6,12,2010,14,0,1,-23.8,0,-10.2,-4.95,-30.928571428571423,-15.842333333333334,-5.249999999999999,-766.67
C537406,22927,GREEN GIANT GARDEN THERMOMETER,-4,2010-12-06,5.95,15502.0,United Kingdom,6,12,2010,14,0,1,-23.8,0,-23.8,-23.8,-30.928571428571427,-16.51066666666667,0.0,-766.67
C537406,22847,BREAD BIN DINER STYLE IVORY,-4,2010-12-06,14.95,15502.0,United Kingdom,6,12,2010,14,0,1,-59.8,0,-23.8,-23.8,-36.07142857142857,-18.084,0.0,-766.67
C537406,22849,BREAD BIN DINER STYLE MINT,-4,2010-12-06,14.95,15502.0,United Kingdom,6,12,2010,14,0,1,-59.8,0,-59.8,-59.8,-36.07142857142857,-19.290666666666667,0.0,-766.67
C537408,47580,TEA TIME DES TEA COSY,-6,2010-12-06,2.55,15502.0,United Kingdom,6,12,2010,14,0,1,-15.3,0,-59.8,-59.8,-29.714285714285715,-19.407333333333334,0.0,-766.67
C537408,22196,SMALL HEART MEASURING SPOONS,-12,2010-12-06,0.85,15502.0,United Kingdom,6,12,2010,14,0,1,-10.2,0,-15.3,-15.3,-28.985714285714288,-19.58066666666667,0.0,-766.67
C537414,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-6,2010-12-06,2.95,16861.0,United Kingdom,6,12,2010,15,0,1,-17.700000000000003,0,-10.2,-10.2,-30.057142857142853,-19.405666666666665,0.0,-766.67
C537416,22840,ROUND CAKE TIN VINTAGE RED,-1,2010-12-06,7.95,16138.0,United Kingdom,6,12,2010,15,0,1,-7.95,0,-17.700000000000003,-23.8,-27.792857142857144,-19.390666666666668,6.099999999999998,-766.67
C537417,22960,JAM MAKING SET WITH JARS,-1,2010-12-06,4.25,13481.0,United Kingdom,6,12,2010,15,0,1,-4.25,0,-7.95,-23.8,-25.0,-18.542333333333332,15.850000000000001,-766.67
C537431,21755,LOVE BUILDING BLOCK WORD,-1,2010-12-06,5.95,16782.0,United Kingdom,6,12,2010,16,0,1,-5.95,0,-4.25,-59.8,-17.307142857142857,-18.542333333333332,55.55,-766.67
C537444,22580,ADVENT CALENDAR GINGHAM SACK,-8,2010-12-07,5.95,14850.0,United Kingdom,7,12,2010,8,1,1,-47.6,0,-5.95,-59.8,-15.564285714285715,-19.932333333333336,53.849999999999994,-312.71999999999997
C537445,22418,10 COLOUR SPACEBOY PEN,-11,2010-12-07,0.85,15021.0,United Kingdom,7,12,2010,8,1,1,-9.35,0,-47.6,-15.3,-14.714285714285714,-19.535666666666668,-32.3,-312.71999999999997
C537530,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-1,2010-12-07,7.95,13319.0,United Kingdom,7,12,2010,11,1,1,-7.95,0,-9.35,-10.2,-14.392857142857142,-19.240666666666666,0.8499999999999996,-312.71999999999997
C537530,85047,WHITE BEADED GARLAND STRING 20LIGHT,-2,2010-12-07,6.35,13319.0,United Kingdom,7,12,2010,11,1,1,-12.7,0,-7.95,-17.700000000000003,-13.678571428571429,-19.467333333333332,9.750000000000004,-312.71999999999997
C537530,22726,ALARM CLOCK BAKELIKE GREEN,-2,2010-12-07,3.75,13319.0,United Kingdom,7,12,2010,11,1,1,-7.5,0,-12.7,-7.95,-13.614285714285714,-19.563333333333333,-4.749999999999999,-312.71999999999997
C537596,22968,ROSE COTTAGE KEEPSAKE BOX ,-2,2010-12-07,9.95,17954.0,United Kingdom,7,12,2010,12,1,1,-19.9,0,-7.5,-4.25,-15.849999999999998,-20.06,-3.25,-312.71999999999997
C537602,85099B,JUMBO BAG RED RETROSPOT,-1,2010-12-07,1.65,17511.0,United Kingdom,7,12,2010,12,1,1,-1.65,0,-19.9,-5.95,-15.235714285714284,-19.92,-13.95,-312.71999999999997
C537602,21622,VINTAGE UNION JACK CUSHION COVER,-1,2010-12-07,4.95,17511.0,United Kingdom,7,12,2010,12,1,1,-4.95,0,-1.65,-47.6,-9.142857142857142,-19.78666666666667,45.95,-312.71999999999997
C537602,22065,CHRISTMAS PUDDING TRINKET POT ,-1,2010-12-07,1.25,17511.0,United Kingdom,7,12,2010,12,1,1,-1.25,0,-4.95,-9.35,-7.985714285714286,-18.695,4.3999999999999995,-312.71999999999997
C537602,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2010-12-07,8.5,17511.0,United Kingdom,7,12,2010,12,1,1,-8.5,0,-1.25,-7.95,-8.064285714285715,-18.553333333333335,6.7,-312.71999999999997
C537602,22654,DELUXE SEWING KIT ,-1,2010-12-07,4.95,17511.0,United Kingdom,7,12,2010,12,1,1,-4.95,0,-8.5,-12.7,-6.957142857142856,-18.586666666666666,4.199999999999999,-312.71999999999997
C537602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-07,2.55,17511.0,United Kingdom,7,12,2010,12,1,1,-2.55,0,-4.95,-7.5,-6.25,-18.64333333333333,2.55,-312.71999999999997
C537602,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-1,2010-12-07,2.95,17511.0,United Kingdom,7,12,2010,12,1,1,-2.95,0,-2.55,-19.9,-3.8285714285714287,-18.6,17.349999999999998,-312.71999999999997
C537602,22197,SMALL POPCORN HOLDER,-1,2010-12-07,0.72,17511.0,United Kingdom,7,12,2010,12,1,1,-0.72,0,-2.95,-1.65,-3.6957142857142857,-18.459,-1.3000000000000003,-312.71999999999997
C537602,22659,LUNCH BOX I LOVE LONDON,-4,2010-12-07,1.65,17511.0,United Kingdom,7,12,2010,12,1,1,-6.6,0,-0.72,-4.95,-3.931428571428572,-17.885666666666665,4.23,-312.71999999999997
C537602,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2010-12-07,7.65,17511.0,United Kingdom,7,12,2010,12,1,1,-7.65,0,-6.6,-1.25,-4.845714285714286,-17.34733333333333,-5.35,-312.71999999999997
C537602,21843,RED RETROSPOT CAKE STAND,-1,2010-12-07,9.95,17511.0,United Kingdom,7,12,2010,12,1,1,-9.95,0,-7.65,-8.5,-5.052857142857143,-15.685666666666666,0.8499999999999996,-312.71999999999997
C537602,22423,REGENCY CAKESTAND 3 TIER,-2,2010-12-07,10.95,17511.0,United Kingdom,7,12,2010,12,1,1,-21.9,0,-9.95,-4.95,-7.474285714285713,-14.422333333333333,-4.999999999999999,-312.71999999999997
C537602,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2010-12-07,1.25,17511.0,United Kingdom,7,12,2010,12,1,1,-1.25,0,-21.9,-2.55,-7.288571428571428,-13.954,-19.349999999999998,-312.71999999999997
C537602,22198,LARGE POPCORN HOLDER ,-1,2010-12-07,1.45,17511.0,United Kingdom,7,12,2010,12,1,1,-1.45,0,-1.25,-2.95,-7.074285714285714,-13.662333333333333,1.7000000000000002,-312.71999999999997
C537656,21258,VICTORIAN SEWING BOX LARGE,-12,2010-12-07,10.95,15100.0,United Kingdom,7,12,2010,16,1,1,-131.39999999999998,0,-1.45,-0.72,-25.74285714285714,-17.249,-0.73,-312.71999999999997
C537677,21166,COOK WITH WINE METAL SIGN ,-1,2010-12-08,1.95,14796.0,United Kingdom,8,12,2010,9,2,1,-1.95,0,-131.39999999999998,-6.6,-25.078571428571426,-16.520666666666667,-124.79999999999998,-924.52
C537684,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2010-12-08,2.55,14901.0,United Kingdom,8,12,2010,10,2,1,-2.55,0,-1.95,-7.65,-24.349999999999998,-14.612333333333334,5.7,-924.52
C537684,22730,ALARM CLOCK BAKELIKE IVORY,-1,2010-12-08,3.75,14901.0,United Kingdom,8,12,2010,10,2,1,-3.75,0,-2.55,-9.95,-23.464285714285715,-12.743999999999998,7.3999999999999995,-924.52
C537746,22156,HEART DECORATION WITH PEARLS ,-1,2010-12-08,0.85,15021.0,United Kingdom,8,12,2010,11,2,1,-0.85,0,-3.75,-21.9,-20.457142857142856,-12.262333333333332,18.15,-924.52
C537746,21558,SKULL LUNCH BOX WITH CUTLERY ,-1,2010-12-08,2.55,15021.0,United Kingdom,8,12,2010,11,2,1,-2.55,0,-0.85,-1.25,-20.642857142857142,-12.007333333333332,0.4,-924.52
C537746,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-08,3.25,15021.0,United Kingdom,8,12,2010,11,2,1,-3.25,0,-2.55,-1.45,-20.9,-11.525666666666666,-1.0999999999999999,-924.52
C537756,21914,BLUE HARMONICA IN BOX ,-24,2010-12-08,1.25,14952.0,United Kingdom,8,12,2010,11,2,1,-30.0,0,-3.25,-131.39999999999998,-6.414285714285714,-12.260666666666667,128.14999999999998,-924.52
C537756,84949,SILVER HANGING T-LIGHT HOLDER,-8,2010-12-08,1.65,14952.0,United Kingdom,8,12,2010,11,2,1,-13.2,0,-30.0,-1.95,-8.02142857142857,-12.559,-28.05,-924.52
C537756,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-4,2010-12-08,14.95,14952.0,United Kingdom,8,12,2010,11,2,1,-59.8,0,-13.2,-2.55,-16.2,-14.353999999999997,-10.649999999999999,-924.52
C537763,85068,CREAM SWEETHEART SHELF + HOOKS,-1,2010-12-08,7.95,16713.0,United Kingdom,8,12,2010,12,2,1,-7.95,0,-59.8,-3.75,-16.8,-13.032333333333332,-56.05,-924.52
C537788,90062,CARNIVAL BRACELET,-1,2010-12-08,12.75,15916.0,United Kingdom,8,12,2010,12,2,1,-12.75,0,-7.95,-0.85,-18.5,-13.145666666666665,-7.1000000000000005,-924.52
C537788,16202E,BLACK PHOTO ALBUM ,-1,2010-12-08,5.55,15916.0,United Kingdom,8,12,2010,12,2,1,-5.55,0,-12.75,-2.55,-18.928571428571423,-13.065666666666665,-10.2,-924.52
C537797,22501,PICNIC BASKET WICKER LARGE,-1,2010-12-08,8.5,13113.0,United Kingdom,8,12,2010,13,2,1,-8.5,0,-5.55,-3.25,-19.678571428571427,-12.925666666666666,-2.3,-924.52
C537797,22423,REGENCY CAKESTAND 3 TIER,-2,2010-12-08,10.95,13113.0,United Kingdom,8,12,2010,13,2,1,-21.9,0,-8.5,-30.0,-18.52142857142857,-13.405666666666665,21.5,-924.52
C537797,22469,HEART OF WICKER SMALL,-1,2010-12-08,1.45,13113.0,United Kingdom,8,12,2010,13,2,1,-1.45,0,-21.9,-13.2,-16.84285714285714,-12.790666666666663,-8.7,-924.52
C537798,22357,KINGS CHOICE BISCUIT TIN,-1,2010-12-08,4.25,16553.0,United Kingdom,8,12,2010,13,2,1,-4.25,0,-1.45,-59.8,-8.907142857142857,-12.87733333333333,58.349999999999994,-924.52
C537805,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2010-12-08,4.65,15311.0,United Kingdom,8,12,2010,13,2,1,-4.65,0,-4.25,-7.95,-8.435714285714285,-12.867333333333333,3.7,-924.52
C537805,40001,WHITE BAMBOO RIBS LAMPSHADE,-2,2010-12-08,0.64,15311.0,United Kingdom,8,12,2010,13,2,1,-1.28,0,-4.65,-12.75,-6.797142857142857,-12.868333333333332,8.1,-924.52
C537805,85047,WHITE BEADED GARLAND STRING 20LIGHT,-1,2010-12-08,5.55,15311.0,United Kingdom,8,12,2010,13,2,1,-5.55,0,-1.28,-5.55,-6.797142857142857,-12.77,4.27,-924.52
C537805,22719,GUMBALL MONOCHROME COAT RACK,-3,2010-12-08,1.06,15311.0,United Kingdom,8,12,2010,13,2,1,-3.18,0,-5.55,-8.5,-6.0371428571428565,-12.711,2.95,-924.52
C537805,20798,CLEAR MILKSHAKE GLASS,-4,2010-12-08,1.65,15311.0,United Kingdom,8,12,2010,13,2,1,-6.6,0,-3.18,-21.9,-3.8514285714285714,-12.846,18.72,-924.52
C537805,22198,LARGE POPCORN HOLDER ,-1,2010-12-08,1.45,15311.0,United Kingdom,8,12,2010,13,2,1,-1.45,0,-6.6,-1.45,-3.8514285714285714,-12.796,-5.1499999999999995,-924.52
C537805,22197,SMALL POPCORN HOLDER,-1,2010-12-08,0.72,15311.0,United Kingdom,8,12,2010,13,2,1,-0.72,0,-1.45,-4.25,-3.347142857142857,-12.795999999999998,2.8,-924.52
C537805,20829,GLITTER HANGING BUTTERFLY STRING,-1,2010-12-08,2.1,15311.0,United Kingdom,8,12,2010,13,2,1,-2.1,0,-0.72,-4.65,-2.9828571428571427,-12.645999999999997,3.9300000000000006,-924.52
C537805,22571,ROCKING HORSE RED CHRISTMAS ,-1,2010-12-08,0.85,15311.0,United Kingdom,8,12,2010,13,2,1,-0.85,0,-2.1,-1.28,-2.9214285714285717,-12.41933333333333,-0.8200000000000001,-924.52
C537807,84949,SILVER HANGING T-LIGHT HOLDER,-5,2010-12-08,1.65,13495.0,United Kingdom,8,12,2010,13,2,1,-8.25,0,-0.85,-5.55,-3.307142857142857,-12.362666666666664,4.7,-924.52
C537807,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3,2010-12-08,4.95,13495.0,United Kingdom,8,12,2010,13,2,1,-14.85,0,-8.25,-3.18,-4.974285714285714,-12.127666666666665,-5.07,-924.52
C537807,21143,ANTIQUE GLASS HEART DECORATION ,-1,2010-12-08,1.95,13495.0,United Kingdom,8,12,2010,13,2,1,-1.95,0,-14.85,-6.6,-4.31,-12.150999999999998,-8.25,-924.52
C537807,21812,GARLAND WITH HEARTS AND BELLS,-6,2010-12-08,4.95,13495.0,United Kingdom,8,12,2010,13,2,1,-29.700000000000003,0,-1.95,-1.45,-8.345714285714285,-13.092666666666664,-0.5,-924.52
C537812,21843,RED RETROSPOT CAKE STAND,-10,2010-12-08,9.95,14299.0,United Kingdom,8,12,2010,13,2,1,-99.5,0,-29.700000000000003,-0.72,-22.457142857142856,-12.029333333333334,-28.980000000000004,-924.52
C537812,22423,REGENCY CAKESTAND 3 TIER,-10,2010-12-08,10.95,14299.0,United Kingdom,8,12,2010,13,2,1,-109.5,0,-99.5,-2.1,-37.800000000000004,-15.614333333333331,-97.4,-924.52
C537814,20703,BLUE PADDED SOFT MOBILE,-3,2010-12-08,4.25,12712.0,Germany,8,12,2010,13,2,0,-12.75,0,-109.5,-0.85,-39.5,-15.954333333333333,-108.65,-924.52
C537821,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-3,2010-12-08,6.95,18193.0,United Kingdom,8,12,2010,14,2,1,-20.85,0,-12.75,-8.25,-41.3,-16.524333333333335,-4.5,-924.52
C537824,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2010-12-08,9.95,12870.0,United Kingdom,8,12,2010,14,2,1,-9.95,0,-20.85,-14.85,-40.60000000000001,-16.827666666666666,-6.000000000000002,-924.52
C537824,22784,LANTERN CREAM GAZEBO ,-1,2010-12-08,4.95,12870.0,United Kingdom,8,12,2010,14,2,1,-4.95,0,-9.95,-1.95,-41.028571428571425,-16.907666666666668,-7.999999999999999,-924.52
C537832,22073,RED RETROSPOT STORAGE JAR,-2,2010-12-08,3.75,16858.0,United Kingdom,8,12,2010,14,2,1,-7.5,0,-4.95,-29.700000000000003,-37.857142857142854,-17.049333333333333,24.750000000000004,-924.52
C537832,21531,RED RETROSPOT SUGAR JAM BOWL,-4,2010-12-08,2.1,16858.0,United Kingdom,8,12,2010,14,2,1,-8.4,0,-7.5,-99.5,-24.842857142857138,-16.329333333333334,92.0,-924.52
C537832,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2010-12-08,6.95,16858.0,United Kingdom,8,12,2010,14,2,1,-13.9,0,-8.4,-109.5,-11.185714285714285,-16.352666666666668,101.1,-924.52
C537834,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-12-08,2.95,13267.0,United Kingdom,8,12,2010,14,2,1,-2.95,0,-13.9,-12.75,-9.785714285714286,-14.457666666666666,-1.1500000000000004,-924.52
C537834,21314,SMALL GLASS HEART TRINKET POT,-1,2010-12-08,2.1,13267.0,United Kingdom,8,12,2010,14,2,1,-2.1,0,-2.95,-20.85,-7.107142857142857,-14.262666666666666,17.900000000000002,-924.52
C537834,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2010-12-08,2.95,13267.0,United Kingdom,8,12,2010,14,2,1,-8.850000000000001,0,-2.1,-9.95,-6.95,-14.132666666666667,7.85,-924.52
C537835,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-12-08,4.95,14618.0,United Kingdom,8,12,2010,14,2,1,-14.85,0,-8.850000000000001,-4.95,-8.364285714285716,-14.442666666666666,-3.9000000000000012,-924.52
C537838,22299,PIG KEYRING WITH LIGHT & SOUND ,-4,2010-12-08,1.25,13115.0,United Kingdom,8,12,2010,15,2,1,-5.0,0,-14.85,-7.5,-8.007142857142858,-14.325999999999999,-7.35,-924.52
C537853,79000,MOROCCAN TEA GLASS,-1,2010-12-08,0.85,13370.0,United Kingdom,8,12,2010,15,2,1,-0.85,0,-5.0,-8.4,-6.92857142857143,-13.624333333333334,3.4000000000000004,-924.52
C537853,22940,FELTCRAFT CHRISTMAS FAIRY,-1,2010-12-08,4.25,13370.0,United Kingdom,8,12,2010,15,2,1,-4.25,0,-0.85,-13.9,-5.55,-13.717666666666668,13.05,-924.52
C537853,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2010-12-08,8.5,13370.0,United Kingdom,8,12,2010,15,2,1,-17.0,0,-4.25,-2.95,-7.557142857142858,-14.142666666666667,-1.2999999999999998,-924.52
C537853,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-12-08,2.95,13370.0,United Kingdom,8,12,2010,15,2,1,-2.95,0,-17.0,-2.1,-7.67857142857143,-14.086,-14.9,-924.52
C537853,22960,JAM MAKING SET WITH JARS,-2,2010-12-08,4.25,13370.0,United Kingdom,8,12,2010,15,2,1,-8.5,0,-2.95,-8.850000000000001,-7.628571428571429,-14.326666666666666,5.900000000000001,-924.52
C537856,37370,RETRO COFFEE MUGS ASSORTED,-2,2010-12-08,1.25,14388.0,United Kingdom,8,12,2010,15,2,1,-2.5,0,-8.5,-14.85,-5.864285714285714,-14.225,6.35,-924.52
C537856,21843,RED RETROSPOT CAKE STAND,-1,2010-12-08,10.95,14388.0,United Kingdom,8,12,2010,15,2,1,-10.95,0,-2.5,-5.0,-6.714285714285714,-14.484,2.5,-924.52
C537860,84406B,CREAM CUPID HEARTS COAT HANGER,-8,2010-12-08,3.25,16252.0,United Kingdom,8,12,2010,16,2,1,-26.0,0,-10.95,-0.85,-10.307142857142859,-15.130666666666665,-10.1,-924.52
C537860,22295,HEART FILIGREE DOVE LARGE,-12,2010-12-08,1.65,16252.0,United Kingdom,8,12,2010,16,2,1,-19.8,0,-26.0,-4.25,-12.528571428571428,-15.742333333333333,-21.75,-924.52
C537860,22193,RED DINER WALL CLOCK,-2,2010-12-08,8.5,16252.0,United Kingdom,8,12,2010,16,2,1,-17.0,0,-19.8,-17.0,-12.528571428571428,-16.285,-2.8000000000000007,-924.52
C537860,22180,RETROSPOT LAMP,-1,2010-12-08,9.95,16252.0,United Kingdom,8,12,2010,16,2,1,-9.95,0,-17.0,-2.95,-13.528571428571427,-16.546666666666667,-14.05,-924.52
C537860,21624,VINTAGE UNION JACK DOORSTOP,-3,2010-12-08,5.95,16252.0,United Kingdom,8,12,2010,16,2,1,-17.85,0,-9.95,-8.5,-14.864285714285714,-17.113333333333337,-1.4499999999999993,-924.52
C537860,21485,RETROSPOT HEART HOT WATER BOTTLE,-3,2010-12-08,4.95,16252.0,United Kingdom,8,12,2010,16,2,1,-14.85,0,-17.85,-2.5,-16.628571428571426,-17.333333333333332,-15.350000000000001,-924.52
C537860,20897,VINTAGE NOTEBOOK PARIS DAYS,-6,2010-12-08,2.95,16252.0,United Kingdom,8,12,2010,16,2,1,-17.700000000000003,0,-14.85,-10.95,-17.592857142857145,-17.428333333333335,-3.9000000000000004,-924.52
C537860,37370,RETRO COFFEE MUGS ASSORTED,-12,2010-12-08,1.25,16252.0,United Kingdom,8,12,2010,16,2,1,-15.0,0,-17.700000000000003,-26.0,-16.021428571428572,-17.863333333333333,8.299999999999997,-924.52
C537860,22049,WRAP CHRISTMAS SCREEN PRINT,-25,2010-12-08,0.42,16252.0,United Kingdom,8,12,2010,16,2,1,-10.5,0,-15.0,-19.8,-14.692857142857141,-17.223333333333336,4.800000000000001,-924.52
C537860,21888,BINGO SET,-4,2010-12-08,3.75,16252.0,United Kingdom,8,12,2010,16,2,1,-15.0,0,-10.5,-17.0,-14.407142857142857,-14.406666666666668,6.5,-924.52
C537860,21240,BLUE POLKADOT CUP,-8,2010-12-08,0.85,16252.0,United Kingdom,8,12,2010,16,2,1,-6.8,0,-15.0,-9.95,-13.957142857142859,-10.983333333333336,-5.050000000000001,-924.52
C537860,21066,VINTAGE RED MUG,-12,2010-12-08,1.25,16252.0,United Kingdom,8,12,2010,16,2,1,-15.0,0,-6.8,-17.85,-13.55,-11.058333333333334,11.05,-924.52
C537860,20675,BLUE POLKADOT BOWL,-8,2010-12-08,1.25,16252.0,United Kingdom,8,12,2010,16,2,1,-10.0,0,-15.0,-14.85,-12.85714285714286,-10.696666666666667,-0.15000000000000036,-924.52
C537860,22192,BLUE DINER WALL CLOCK,-2,2010-12-08,8.5,16252.0,United Kingdom,8,12,2010,16,2,1,-17.0,0,-10.0,-17.700000000000003,-12.757142857142858,-10.931666666666668,7.700000000000003,-924.52
C537860,21244,BLUE POLKADOT PLATE ,-8,2010-12-08,1.69,16252.0,United Kingdom,8,12,2010,16,2,1,-13.52,0,-17.0,-15.0,-12.545714285714286,-11.217333333333332,-2.0,-924.52
C537860,21242,RED RETROSPOT PLATE ,-8,2010-12-08,1.69,16252.0,United Kingdom,8,12,2010,16,2,1,-13.52,0,-13.52,-10.5,-12.977142857142855,-11.418,-3.0199999999999996,-924.52
C537860,20676,RED RETROSPOT BOWL,-8,2010-12-08,1.25,16252.0,United Kingdom,8,12,2010,16,2,1,-10.0,0,-13.52,-15.0,-12.262857142857143,-11.471333333333332,1.4800000000000004,-924.52
C537860,79066K,RETRO MOD TRAY,-10,2010-12-08,0.85,16252.0,United Kingdom,8,12,2010,16,2,1,-8.5,0,-10.0,-6.8,-12.505714285714285,-11.291333333333334,-3.2,-924.52
C537860,22637,PIGGY BANK RETROSPOT ,-6,2010-12-08,2.55,16252.0,United Kingdom,8,12,2010,16,2,1,-15.3,0,-8.5,-15.0,-12.54857142857143,-11.703,6.5,-924.52
C537860,22508,DOORSTOP RETROSPOT HEART,-4,2010-12-08,3.75,16252.0,United Kingdom,8,12,2010,16,2,1,-15.0,0,-15.3,-10.0,-13.262857142857143,-12.133000000000001,-5.300000000000001,-924.52
C537860,21238,RED RETROSPOT CUP,-8,2010-12-08,0.85,16252.0,United Kingdom,8,12,2010,16,2,1,-6.8,0,-15.0,-17.0,-11.805714285714286,-12.064666666666666,2.0,-924.52
C537893,22450,SILK PURSE BABUSHKA BLUE,-1,2010-12-09,3.35,12721.0,France,9,12,2010,10,3,0,-3.35,0,-6.8,-13.52,-10.352857142857143,-11.681333333333335,6.72,-1041.97
C537893,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2010-12-09,9.95,12721.0,France,9,12,2010,10,3,0,-19.9,0,-3.35,-13.52,-11.264285714285714,-12.178,10.17,-1041.97
C537893,22630,DOLLY GIRL LUNCH BOX,-2,2010-12-09,1.95,12721.0,France,9,12,2010,10,3,0,-3.9,0,-19.9,-10.0,-10.392857142857142,-12.279666666666666,-9.899999999999999,-1041.97
C537998,22727,ALARM CLOCK BAKELIKE RED ,-4,2010-12-09,3.75,17411.0,United Kingdom,9,12,2010,11,3,1,-15.0,0,-3.9,-8.5,-11.321428571428571,-12.638,4.6,-1041.97
C537998,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-4,2010-12-09,3.75,17411.0,United Kingdom,9,12,2010,11,3,1,-15.0,0,-15.0,-15.3,-11.278571428571428,-12.571333333333333,0.3000000000000007,-1041.97
C538052,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2010-12-09,4.95,15181.0,United Kingdom,9,12,2010,13,3,1,-4.95,0,-15.0,-15.0,-9.842857142857142,-12.638,0.0,-1041.97
C538059,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,2010-12-09,1.25,14205.0,United Kingdom,9,12,2010,13,3,1,-15.0,0,-4.95,-6.8,-11.014285714285714,-12.854666666666667,1.8499999999999996,-1041.97
C538059,21535,RED RETROSPOT SMALL MILK JUG,-6,2010-12-09,2.55,14205.0,United Kingdom,9,12,2010,13,3,1,-15.3,0,-15.0,-3.35,-12.721428571428572,-13.281333333333333,-11.65,-1041.97
C538059,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,2010-12-09,2.95,14205.0,United Kingdom,9,12,2010,13,3,1,-17.700000000000003,0,-15.3,-19.9,-12.407142857142858,-13.506333333333336,4.599999999999998,-1041.97
C538059,84378,SET OF 3 HEART COOKIE CUTTERS,-12,2010-12-09,1.25,14205.0,United Kingdom,9,12,2010,13,3,1,-15.0,0,-17.700000000000003,-3.9,-13.992857142857144,-13.139666666666669,-13.800000000000002,-1041.97
C538059,48188,DOORMAT WELCOME PUPPIES,-2,2010-12-09,7.95,14205.0,United Kingdom,9,12,2010,13,3,1,-15.9,0,-15.0,-15.0,-14.12142857142857,-13.009666666666668,0.0,-1041.97
C538059,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2010-12-09,2.95,14205.0,United Kingdom,9,12,2010,13,3,1,-17.700000000000003,0,-15.9,-15.0,-14.507142857142858,-13.033,-0.9000000000000004,-1041.97
